"v15_181","0","Single MusicalWork Work"
"v15_181","1","MusicalArtist Artist Person"
"v15_181","2","MusicalArtist Artist Person"
"v15_181","3","Single MusicalWork Work"
"v15_191","0","Single MusicalWork Work"
"v15_191","1","MusicalArtist Artist Person"
"v15_191","2","MusicalArtist Artist Person"
"v15_191","3","Single MusicalWork Work"
"v15_194","0","Single MusicalWork Work"
"v15_194","1","MusicalArtist Artist Person"
"v15_194","2","MusicalArtist Artist Person"
"v15_194","3","Single MusicalWork Work"
"v16_438","0","Single MusicalWork Work"
"v16_438","1","MusicalArtist Artist Person"
"v16_438","2","MusicalArtist Artist Person"
"v16_438","3","Band Organisation Group"
"v16_438","4","Single MusicalWork Work"
"v16_430","0","Single MusicalWork Work"
"v16_430","1","MusicalArtist Artist Person"
"v16_430","2","MusicalArtist Artist Person"
"v16_430","3","MusicalArtist Artist Person"
"v16_430","4","Single MusicalWork Work"
"v16_433","0","Single MusicalWork Work"
"v16_433","1","MusicalArtist Artist Person"
"v16_433","2","MusicalArtist Artist Person"
"v16_433","3","Band Organisation Group"
"v16_433","4","Single MusicalWork Work"
"v17_858","0","Mammal Animal Horse Eukaryote RaceHorse Species"
"v17_858","1","Mammal Animal Horse Eukaryote RaceHorse Species"
"v17_858","2","Mammal Animal Horse Eukaryote RaceHorse Species"
"v17_858","3","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_428","0","Single MusicalWork Work"
"v16_428","1","MusicalArtist Artist Person"
"v16_428","2","MusicalArtist Artist Person"
"v16_428","3","MusicalArtist Artist Person"
"v16_428","4","Single MusicalWork Work"
"v15_164","0","Work TelevisionShow"
"v15_164","1","Person"
"v15_164","2","Person"
"v16_440","0","Single MusicalWork Work"
"v16_440","1","MusicalArtist Artist Person"
"v16_440","2","MusicalArtist Artist Person"
"v16_440","3","Band Organisation Group"
"v16_440","4","Single MusicalWork Work"
"v18_241","0","TelevisionEpisode Work"
"v18_241","1","TelevisionEpisode Work"
"v18_241","2","MusicalArtist Artist Person"
"v18_241","3","Person"
"v17_668","0","WrittenWork Work Book"
"v17_668","1","Artist Person"
"v17_668","2","Writer Person"
"v17_668","3","WrittenWork Work Book"
"v16_432","0","Single MusicalWork Work"
"v16_432","1","MusicalArtist Artist Person"
"v16_432","2","MusicalArtist Artist Person"
"v16_432","3","Band Organisation Group"
"v16_432","4","Single MusicalWork Work"
"v15_166","0","Work TelevisionShow"
"v15_166","1","Person"
"v15_166","2","Person"
"v15_195","0","Single MusicalWork Work"
"v15_195","1","MusicalArtist Artist Person"
"v15_195","2","MusicalArtist Artist Person"
"v15_195","3","Single MusicalWork Work"
"v15_170","0","Work TelevisionShow"
"v15_170","1","Person"
"v15_170","2","Person"
"v16_152","0","Cyclist Person Athlete"
"v16_152","1","SportsTeam Organisation CyclingTeam"
"v15_182","0","Single MusicalWork Work"
"v15_182","1","MusicalArtist Artist Person"
"v15_182","2","MusicalArtist Artist Person"
"v15_182","3","Single MusicalWork Work"
"v15_173","0","Work TelevisionShow"
"v15_173","1","Person"
"v15_173","2","Person"
"v16_518","0","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_518","1","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_518","2","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_518","3","Person"
"v15_196","0","Single MusicalWork Work"
"v15_196","1","MusicalArtist Artist Person"
"v15_196","2","MusicalArtist Artist Person"
"v15_196","3","Single MusicalWork Work"
"v16_517","0","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_517","1","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_517","2","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_517","3","Person"
"v18_127","0","Cyclist Person Athlete"
"v18_127","1","SportsTeam Organisation CyclingTeam"
"v17_842","0","ArchitecturalStructure Building Location Place"
"v17_842","1","Architect Person"
"v15_177","0","Work TelevisionShow"
"v15_177","1","Person"
"v15_177","2","Person"
"v16_431","0","Single MusicalWork Work"
"v16_431","1","MusicalArtist Artist Person"
"v16_431","2","MusicalArtist Artist Person"
"v16_431","3","Band Organisation Group"
"v16_431","4","Single MusicalWork Work"
"v15_529","0","Person"
"v15_529","1","City Location Place PopulatedPlace Settlement"
"v15_529","2","Person"
"v17_356","0","Ship Locomotive Aircraft MeanOfTransportation Automobile MilitaryVehicle"
"v18_240","0","TelevisionEpisode Work"
"v18_240","1","TelevisionEpisode Work"
"v18_240","2","MusicalArtist Artist Person"
"v18_240","3","Person"
"v15_385","0","Work TelevisionShow"
"v15_385","1","Person"
"v15_385","2","MusicalArtist Artist Person"
"v17_830","0","ArchitecturalStructure Building Location Place"
"v17_830","1","Architect Person"
"v18_125","0","Cyclist Person Athlete"
"v18_125","1","SportsTeam Organisation CyclingTeam"
"v16_445","0","Single MusicalWork Work"
"v16_445","1","MusicalArtist Artist Person"
"v16_445","2","MusicalArtist Artist Person"
"v16_445","3","Band Organisation Group"
"v16_445","4","Single MusicalWork Work"
"v15_796","0","ArchitecturalStructure Building Location Place"
"v18_321","0","Event GrandPrix SportsEvent SocietalEvent PenaltyShootOut"
"v18_321","1","MotorsportRacer Person RacingDriver FormulaOneRacer Athlete"
"v18_321","2","Company Organisation"
"v18_321","3","MotorsportRacer Person RacingDriver FormulaOneRacer Athlete"
"v18_128","0","Cyclist Person Athlete"
"v18_128","1","SportsTeam Organisation CyclingTeam"
"v15_172","0","Work TelevisionShow"
"v15_172","1","Person"
"v15_172","2","Person"
"v15_526","0","Person"
"v15_526","1","City Location Place PopulatedPlace Settlement"
"v15_526","2","Person"
"v15_205","0","Food"
"v15_205","1","EthnicGroup"
"v16_444","0","Single MusicalWork Work"
"v16_444","1","MusicalArtist Artist Person"
"v16_444","2","MusicalArtist Artist Person"
"v16_444","3","Band Organisation Group"
"v16_444","4","Single MusicalWork Work"
"v16_623","0","BaseballPlayer Person Athlete"
"v16_623","1","SportsTeam Organisation BaseballTeam"
"v18_265","0","Work TelevisionShow"
"v18_265","1","Person"
"v18_265","2","MusicalArtist Artist Person"
"v18_265","3","Work TelevisionShow"
"v18_96","0","Curler WinterSportPlayer Person Athlete"
"v18_96","1","City Location Place PopulatedPlace Settlement"
"v18_96","2","City Location Place PopulatedPlace Settlement"
"v18_769","0","Building Location Place ArchitecturalStructure HistoricBuilding HistoricPlace"
"v15_791","0","ArchitecturalStructure Building Location Place"
"v17_838","0","ArchitecturalStructure Building Location Place"
"v17_838","1","Architect Person"
"v18_734","0","ArchitecturalStructure Building Location Place"
"v15_84","0","Curler WinterSportPlayer Person Athlete"
"v15_84","1","City Location Place PopulatedPlace Settlement"
"v15_84","2","City Location Place PopulatedPlace Settlement"
"v15_447","0","GridironFootballPlayer Person AmericanFootballPlayer Athlete"
"v15_447","1","AmericanFootballTeam SportsTeam Organisation"
"v16_621","0","BaseballPlayer Person Athlete"
"v16_621","1","SportsTeam Organisation BaseballTeam"
"v16_520","0","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_520","1","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_520","2","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_520","3","Person"
"v17_836","0","ArchitecturalStructure Building Location Place"
"v17_836","1","Architect Person"
"v15_911","0","Mammal Animal Horse Eukaryote RaceHorse Species"
"v15_911","1","Company Organisation"
"v15_911","2","Mammal Animal Horse Eukaryote RaceHorse Species"
"v15_911","3","Mammal Animal Horse Eukaryote RaceHorse Species"
"v15_911","4","Mammal Animal Horse Eukaryote RaceHorse Species"
"v16_630","0","BaseballPlayer Person Athlete"
"v16_630","1","SportsTeam Organisation BaseballTeam"
"v15_382","0","Work TelevisionShow"
"v15_382","1","Person"
